"Gene ID","Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","Ratio H/L normalized Significance B","FC MF/PF","Significant","Annotation","Coordinates"
"Tb927.7.6220","protein kinase, putative",-1.123732,0.52687865099606,"Not Significant",1.123732,0.297249648,0.458905181045289,NA,"InterPro:IPR001611 :Leucine-rich repeat;Pfam:PF00560;;query 389-409;description=Leucine-rich repeat","1685881:1687518 Reverse"
"Tb927.8.4560","hypothetical protein, conserved",-1.126048,0.552792640259327,"Not Significant",1.126048,0.280031805,0.458169078311052,NA,"InterPro:IPR013026 :Tetratricopeptide region;Prosite:PS50005;;query 889-922;description=Tetratricopeptide region","1351074:1354829 Reverse"
"Tb927.9.4680","ATP-dependent DEAD box helicase, putative",-1.126114,0.276626070042689,"Not Significant",1.126114,0.528900442,0.458148118602565,NA,"InterPro:IPR014001 :DEAD-like helicase, N-terminal;SMART:SM00487;;query 45-246;description=DEAD-like helicase, N-terminal","864680:865894 Forward"
"Tb927.7.7460","hypothetical protein, conserved",-1.12618,0.609787382759555,"Not Significant",1.12618,0.245591096,0.458127159852914,NA,"term=annotation;date=20110222;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","2141703:2142281 Reverse"
"Tb927.5.1760","hypothetical protein, conserved",-1.12651,0.579502133080958,"Not Significant",1.12651,0.263328501,0.45802238048568,NA,"Superfamily:SSF53474;;query 212-465;description=null","606548:608533 Forward"
"Tb927.9.2160","hypothetical protein, conserved",-1.130008,0.582414383793808,"Not Significant",1.130008,0.261568605,0.456913191442952,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","491279:491908 Reverse"
"Tb927.9.7800","hypothetical protein, conserved",-1.131194,0.457317978602386,"Not Significant",1.131194,0.348884778,0.456537729997147,NA,"tmhmm;;query 1-264;| 1277071:1277865 Reverse",NA
"Tb927.8.4660","hypothetical protein, conserved",-1.131326,0.583513043734952,"Not Significant",1.131326,0.260907736,0.456495960793093,NA,"PANTHER:PTHR12596;;query 235-409;description=null","1368846:1372010 Reverse"
"Tb927.7.3810","hypothetical protein, conserved",-1.131787,0.49591597047046,"Not Significant",1.131787,0.319215543,0.456350114988738,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","994663:995808 Reverse"
"Tb927.4.2250","hypothetical protein, conserved",-1.132182,0.520411262459078,"Not Significant",1.132182,0.301709328,0.456225186562548,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","583450:584451 Forward"
"Tb927.10.2960","GTP-binding protein, putative",-1.133103,0.558332012932323,"Not Significant",1.133103,0.276482716,0.455934030570936,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","772859:775165 Forward"
"Tb927.8.6200","tubulin folding cofactor D, putative",-1.133432,0.45878964866168,"Not Significant",1.133432,0.347704532,0.455830068756804,NA,"InterPro:IPR000357 :HEAT;Pfam:PF02985;;query 444-480;description=HEAT","1802875:1806906 Forward"
"Tb927.8.6110","hypothetical protein, conserved",-1.134155,0.279888854663403,"Not Significant",1.134155,0.524941787,0.455601688839956,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1785314:1786813 Forward"
"Tb927.10.15830","hypothetical protein, conserved",-1.134812,0.586423851009787,"Not Significant",1.134812,0.25916488,0.4553942561156,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","3907748:3908548 Forward"
"Tb927.6.5180","retrotransposon hot spot protein (RHS, pseudogene), putative",-1.135404,0.49851554427169,"Not Significant",1.135404,0.317310509,0.455207426545493,NA,"C-terminal domain of an RHS4, interrupted by an ingi retrotransposon and a RIME: pers. comm. Frederic Bringaud, CNRS/BordeauxII University. Belongs to the RHS family. (PMID:12455980)","1433496:1435007 Forward"
"Tb927.6.1410","hypothetical protein, conserved",-1.136519,0.587851335887117,"Not Significant",1.136519,0.258314428,0.454855751255851,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","506899:507588 Reverse"
"Tb927.9.3340","hypothetical protein, conserved",-1.138814,0.589772737562367,"Not Significant",1.138814,0.25717412,0.454132754322592,NA,"InterPro:IPR010625 :CHCH;Pfam:PF06747;;query 51-93;description=CHCH","696905:697411 Forward"
"Tb927.8.5630","dihydroorotase, putative",-1.139011,0.625963459259649,"Not Significant",1.139011,0.236611877,0.454070746731119,NA,"84.4% similarity to PIR:T30519: dihydroorotase (EC 3.5.2.3) - Trypanosoma cruzi {Trypanosoma cruzi} (PMID: 9878395)","1673093:1674265 Forward"
"Tb927.6.3540","zinc-finger protein, conserved",-1.140582,0.539418652312608,"Not Significant",1.140582,0.288789466,0.453576562672203,NA,"InterPro:IPR015880 :Zinc finger, C2H2-like;SMART:SM00355;;query 159-182;description=Zinc finger, C2H2-like","1052145:1053245 Reverse"
"Tb927.10.11060","hypothetical protein, conserved",-1.141106,0.564642321209665,"Not Significant",1.141106,0.272494461,0.453411849441321,NA,"missing_note_qualifer","2698012:2698233 Reverse"
"Tb927.9.10710","elongation factor 1-alpha, putative",-1.141433,0.502861364113147,"Not Significant",1.141433,0.314151137,0.453309091152875,NA,"InterPro:IPR009001 :Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal;Superfamily:SSF50465;;query 512-618;description=Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal","1695449:1697362 Reverse"
"Tb927.5.2570","translation initiation factor, putative",-1.142871,0.283438674288307,"Not Significant",1.142871,0.520668526,0.452857482397056,NA,"Superfamily:SSF82171;;query 177-583;description=null","882648:884738 Forward"
"Tb927.11.2300","eukaryotic peptide chain release factor subunit 1, putative",-1.144438,0.284078460929273,"Not Significant",1.144438,0.519902061,0.452365873006901,NA,"InterPro:IPR004403 :Peptide chain release factor eRF/aRF subunit 1;TIGR_TIGRFAMS:TIGR00108;;query 7-424;description=Peptide chain release factor eRF/aRF subunit 1","656382:657740 Could not determine strand"
"Tb927.10.10130","hypothetical protein, conserved",-1.144764,0.54254941290008,"Not Significant",1.144764,0.286715114,0.45226366525687,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2495034:2496671 Forward"
"Tb927.8.750","nucleolar RNA-binding protein, putative",-1.146329,0.632413572656999,"Not Significant",1.146329,0.2331237,0.45177332678834,NA,"This gene is within a region that contains some repeats that are probably misassembled and where Ns were inserted at two locations where misassembly is suspected. See PMID:8663171 for experimental characterization.","207159:208259 Reverse"
"Tb927.10.5240","predicted nucleotide-binding protein",-1.147893,0.570016980425877,"Not Significant",1.147893,0.269142957,0.4512838327445,NA,"contains probable cyclic nucleotide-binding domain","1297252:1302360 Forward"
"Tb927.10.12250","hypothetical protein, conserved",-1.148609,0.534275971755503,"Not Significant",1.148609,0.292229482,0.451059919133247,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2977692:2980070 Forward"
"Tb927.10.16190","expression site-associated gene 4 (ESAG4) protein, putative",-1.15056,0.470113742333298,"Not Significant",1.15056,0.338755424,0.450450349468091,NA,"iprscan;InterPro:IPR001054 :Adenylyl cyclase class-3/4/guanylyl cyclase;Superfamily:SSF55073;;score=9.4E-64;query 888-1118;description=Adenylyl cyclase class-3/4/guanylyl cyclase","3977608:3981372 Forward;>Tb927.10.16000 | receptor-type adenylate cyclase GRESAG 4, putative | mitochondrial localisation predicted by MitoCarta (PMID:20660476) | 3938604:3942314 Forward;>Tb927.10.15990 | expression site-associated gene 4 (ESAG4), pseudogene | term=other;date=20090920;qualifier=added_product=exp ression site-associated gene 4 (ESAG4), pseudogene;curatorName=MR | 3937722:3938228 Forward"
"Tb927.1.1930","phosphatidylinositol 3-kinase, putative",-1.150755,0.470243220981836,"Not Significant",1.150755,0.338654444,0.450389469046601,NA,"InterPro:IPR003152 :PIK-related kinase, FATC;Pfam:PF02260;;query 2871-2903;description=PIK-related kinase, FATC","501553:510264 Forward"
"Tb927.10.13140","hypothetical protein, conserved",-1.151729,0.53692608176106,"Not Significant",1.151729,0.290451697,0.450085502316302,NA,"Signal peptide","3196419:3196964 Reverse"
"Tb927.8.8170","hypothetical protein, conserved",-1.152768,0.638111044185082,"Not Significant",1.152768,0.230085344,0.44976147646744,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2416165:2418882 Forward"
"Tb927.11.6780","chromatin binding protein, putative",-1.154,0.549489518909494,"Not Significant",1.154,0.282169768,0.449377563305515,NA,"InterPro:IPR000408 :Regulator of chromosome condensation, RCC1;Pfam:PF00415;;query 82-132;description=Regulator of chromosome condensation, RCC1","1913382:1915064 Reverse"
"Tb927.11.1020","ribokinase, putative",-1.154842,0.288337721322311,"Not Significant",1.154842,0.514828142,0.449115369630963,NA,"InterPro:IPR011611 :Carbohydrate/purine kinase;Pfam:PF00294;;query 15-321;description=Carbohydrate/purine kinase","260682:261683 Could not determine strand"
"Tb927.7.740","chaperone protein DNAj, putative",-1.154972,0.603373667100229,"Not Significant",1.154972,0.24924493,0.449074902057452,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","167245:168888 Reverse"
"Tb927.4.4370","hypothetical protein, conserved",-1.156914,0.514088473625521,"Not Significant",1.156914,0.306133972,0.448470812674244,NA,"Signal peptide","1151495:1153267 Reverse"
"Tb927.1.2320","hypothetical protein, conserved",-1.157173,0.57740003985912,"Not Significant",1.157173,0.264606166,0.448390308124398,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","568650:569507 Forward"
"Tb927.2.5280","trans-sialidase, putative",-1.157432,0.514465544891279,"Not Significant",1.157432,0.30586829,0.448309818025844,NA,"Tb927.2.5280 is included in the African trypanosome cell surface phylome and is a member of Fam47 (24 members)","939191:941299 Forward"
"Tb927.3.3130","hypothetical protein, conserved",-1.158531,0.636716361780104,"Not Significant",1.158531,0.230825422,0.447968439657705,NA,"InterPro:IPR011510 :Sterile alpha motif homology 2;Pfam:PF07647;;query 50-116;description=Sterile alpha motif homology 2","803274:808202 Reverse"
"Tb927.9.7980","hypothetical protein, conserved",-1.159371,0.579154099442584,"Not Significant",1.159371,0.263539611,0.447707688804154,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1323013:1323459 Reverse"
"Tb927.11.8700","hypothetical protein, conserved",-1.159823,0.553883573829209,"Not Significant",1.159823,0.279329257,0.447567442825372,NA,"Signal peptide","2397265:2399010 Could not determine strand"
"Tb927.9.1510","hypothetical protein, conserved",-1.160727,0.554566819449473,"Not Significant",1.160727,0.278890153,0.447287082651657,NA,"contains D-alanine-D-alanine ligase domain","358685:359833 Reverse"
"Tb927.8.4190","hypothetical protein, conserved",-1.16092,0.477015552055669,"Not Significant",1.16092,0.333414473,0.447227249748305,NA,"term=annotation;date=20110222;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","1234854:1235549 Reverse"
"Tb927.7.7360","cell division control protein 2 homolog 2",-1.16163,0.580959356942904,"Not Significant",1.16163,0.262446414,0.447007207939693,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2120947:2121984 Reverse"
"Tb927.10.5020","hypothetical protein, conserved",-1.162532,0.640081351592671,"Not Significant",1.162532,0.229043857,0.446727817997853,NA,"iprscan;InterPro:IPR001040 :Eukaryotic translation initiation factor 4E (eIF-4E);Superfamily:SSF55418;;score=1.2E-24;query 1-191;description=Eukaryotic translation initiation factor 4E (eIF-4E)","1245422:1246009 Forward"
"Tb927.10.1400","hypoxanthine-guanine phosphoribosyltransferase",-1.163563,0.291923254363421,"Not Significant",1.163563,0.510595221,0.446408684823785,NA,"iprscan;InterPro:IPR005904 :Hypoxanthine phosphoribosyl transferase;TIGR_TIGRFAMS:TIGR01203;;score=2.0E-52;query 13-188;description=Hypoxanthine phosphoribosyl transferase","368728:369360 Reverse;>Tb927.10.1470 | hypoxanthine-guanine phosphoribosyltransferase | iprscan;InterPro:IPR005904 :Hypoxanthine phosphoribosyl transferase;TIGR_TIGRFAMS:TIGR01203;;score=2.8E-52;query 13-188;description=Hypoxanthine phosphoribosyl transferase | 391151:391783 Reverse"
"Tb927.4.3560","protein phoshatase 1, putative",-1.163756,0.519081720817621,"Not Significant",1.163756,0.302634391,0.446348969422356,NA,"InterPro:IPR004843 :Metallophosphoesterase;Pfam:PF00149;;query 82-277;description=Metallophosphoesterase","913574:914554 Reverse;>Tb927.4.3610 | protein phosphatase 1, putative | InterPro:IPR004843 :Metallophosphoesterase;Pfam:PF00149;;query 11-206;description=Metallophosphoesterase | 918599:919228 Reverse"
"Tb927.10.760","hypothetical protein, conserved",-1.164529,0.611479283218349,"Not Significant",1.164529,0.244636197,0.446109878466416,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","197518:198342 Forward"
"Tb927.11.4530","N-acetyltransferase subunit ARD1",-1.164851,0.479644012663503,"Not Significant",1.164851,0.331402658,0.446010320800093,NA,"InterPro:IPR000182 :GCN5-related N-acetyltransferase;Pfam:PF00583;;query 44-130;description=GCN5-related N-acetyltransferase","1315713:1316432 Could not determine strand"
"Tb927.5.3830","dihydroorotate oxidase",-1.165494,0.642576534751399,"Not Significant",1.165494,0.227731688,0.445811581129825,NA,"InterPro:IPR012135 :Dihydroorotate dehydrogenase, classes 1 and 2;PIRSF:PIRSF000164;;query 2-310;description=Dihydroorotate dehydrogenase, classes 1 and 2","1250559:1251500 Forward"
"Tb927.10.7910","hypothetical protein, conserved",-1.167551,0.614051565682923,"Not Significant",1.167551,0.243191524,0.445176394239006,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1977801:1978370 Reverse"
"Tb10.NT.86","perinuclear small 93 aa protein, predicted TM domain",-1.168193,0.481883472635997,"Not Significant",1.168193,0.329698163,0.444978334597056,NA,"essential in procyclics, MS-7","1979739:1980324 Reverse"
"Tb927.8.1500","hypothetical protein, conserved",-1.168578,0.482141909409252,"Not Significant",1.168578,0.329502027,0.444859602781202,NA,"term=annotation;date=20110222;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","487358:489163 Forward"
"Tb927.10.13280","hypothetical protein, conserved",-1.170822,0.647076590166903,"Not Significant",1.170822,0.22538417,0.44416819610067,NA,"iprscan;InterPro:IPR000357 :HEAT;Prosite:PS50077;;score=10.011;query 1589-1626;description=HEAT","3238200:3246020 Reverse"
"Tb927.11.8190","RAD51 protein",-1.173575,0.619193735690308,"Not Significant",1.173575,0.240329047,0.443321427337113,NA,"InterPro:IPR016467 :DNA repair and recombination, RecA-like;PIRSF:PIRSF005856;;query 5-373;description=DNA repair and recombination, RecA-like","2303695:2304816 Could not determine strand"
"Tb927.9.5730","nucleosome assembly protein-like protein",-1.176195,0.297142005943421,"Not Significant",1.176195,0.50449631,0.442517066003322,NA,"InterPro:IPR002164 :Nucleosome assembly protein (NAP);Pfam:PF00956;;query 41-368;description=Nucleosome assembly protein (NAP)","985400:986668 Forward"
"Tb927.10.12540","electron transfer protein, putative",-1.177981,0.594096708279701,"Not Significant",1.177981,0.254626319,0.441969586142985,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","3042095:3043006 Reverse"
"Tb927.4.3070","hypothetical protein, conserved",-1.178428,0.568018943928092,"Not Significant",1.178428,0.270384042,0.441832668917357,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","812413:813759 Forward"
"Tb927.5.2900","histone deacetylase 4",-1.180148,0.624824117420592,"Not Significant",1.180148,0.237233427,0.441306224078712,NA,"InterPro:IPR000286 :Histone deacetylase superfamily;Pfam:PF00850;;query 109-492;description=Histone deacetylase superfamily","971002:972762 Reverse"
"Tb927.10.10880","ATP-binding cassette protein, putative",-1.180275,0.655092593174835,"Not Significant",1.180275,0.221262292,0.4412673777376,NA,"Tb927.10.10880 is included in the African trypanosome cell surface phylome and is a member of Fam56 (60 members)","2652457:2654511 Reverse"
"Tb927.3.2900","eukaryotic initiation factor 2a, putative",-1.181675,0.299415307963665,"Not Significant",1.181675,0.501862438,0.440839376904234,NA,"InterPro:IPR011488 :Eukaryotic translation initiation factor 2, alpha subunit;Pfam:PF07541;;query 242-361;description=Eukaryotic translation initiation factor 2, alpha subunit","746906:748162 Reverse"
"Tb927.5.1060","mitochondrial processing peptidase, beta subunit, putative",-1.181739,0.299441748283204,"Not Significant",1.181739,0.501831885,0.440819821077443,NA,"Curated by J. Mottram.","400444:401913 Forward"
"Tb927.8.1230","hypothetical protein, conserved",-1.181929,0.570695695657104,"Not Significant",1.181929,0.268722669,0.440761769827081,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","389676:390227 Reverse"
"Tb927.10.880","thymidine kinase, putative",-1.18212,0.597441171808603,"Not Significant",1.18212,0.252672995,0.440703420749008,NA,"iprscan;InterPro:IPR001267 :Thymidine kinase;Pfam:PF00265;;score=5.3E-65;query 6-178;description=Thymidine kinase","235872:237239 Forward"
"Tb927.5.3950","hypothetical protein, conserved",-1.182184,0.626572583816115,"Not Significant",1.182184,0.236280247,0.440683870953292,NA,"InterPro:IPR006620 :Prolyl 4-hydroxylase, alpha subunit;SMART:SM00702;;query 41-263;description=Prolyl 4-hydroxylase, alpha subunit","1281744:1282700 Forward"
"Tb927.11.700","hypothetical protein, conserved",-1.182311,0.563181605445338,"Not Significant",1.182311,0.273412518,0.440645079395322,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","168831:169898 Reverse"
"Tb927.2.4400","hypothetical protein, conserved",-1.183264,0.66539390455969,"Not Significant",1.183264,0.216075783,0.44035409891691,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","777988:781533 Reverse"
"Tb927.7.5620","hypothetical protein, conserved",-1.184915,0.599704013720915,"Not Significant",1.184915,0.251359895,0.439850452091375,NA,"InterPro:IPR002893 :Zinc finger, MYND-type;Prosite:PS50865;;query 192-239;description=Zinc finger, MYND-type","1521381:1522670 Forward"
"Tb927.7.5160","deoxyuridine triphosphatase, putative",-1.184915,0.659042515499611,"Not Significant",1.184915,0.219259028,0.439850452091375,NA,"InterPro:IPR014871 :dUTPase;Pfam:PF08761;;query 13-220;description=dUTPase","1361423:1362286 Forward"
"Tb927.3.3590","U3 small nucleolar ribonucleoprotein protein MPP10, putative",-1.188528,0.670152060719364,"Not Significant",1.188528,0.213721365,0.438750294833742,NA,"InterPro:IPR007151 :Mpp10 protein;Pfam:PF04006;;query 69-672;description=Mpp10 protein","1010115:1012133 Forward"
"Tb927.3.3100","peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative",-1.189097,0.495983965691731,"Not Significant",1.189097,0.319165569,0.438577285510012,NA,"InterPro:IPR000297 :Peptidyl-prolyl cis-trans isomerase, PpiC-type;Prosite:PS50198;;query 31-120;description=Peptidyl-prolyl cis-trans isomerase, PpiC-type","795971:796339 Reverse"
"Tb927.10.7080","ATP-dependent DEAD/H RNA helicase, putative",-1.189793,0.603662114133779,"Not Significant",1.189793,0.249079443,0.438365753507053,NA,"iprscan;InterPro:IPR014001 :DEAD-like helicase, N-terminal;SMART:SM00487;;score=1.4E-26;query 37-317;description=DEAD-like helicase, N-terminal","1781506:1783158 Forward"
"Tb927.10.14730","chaperone protein DNAj, putative",-1.19131,0.497485947877956,"Not Significant",1.19131,0.31806366,0.437905052301234,NA,"iprscan;InterPro:IPR001623 :Heat shock protein DnaJ, N-terminal;SMART:SM00271;;score=1.4E-20;query 4-59;description=Heat shock protein DnaJ, N-terminal","3594939:3596270 Reverse"
"Tb927.10.11340","hypothetical protein, conserved",-1.192825,0.49851554427169,"Not Significant",1.192825,0.317310509,0.437445441697831,NA,"Signal peptide","2765916:2770076 Forward"
"Tb927.4.5120","hypothetical protein, conserved",-1.194339,0.637054364640479,"Not Significant",1.194339,0.230645845,0.436986616382393,NA,"term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","1400822:1404958 Reverse"
"Tb927.10.12860","hypothetical protein, conserved",-1.196229,0.543043750394074,"Not Significant",1.196229,0.286388945,0.436414517684984,NA,"term=annotation;date=20110228;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","3123370:3125454 Reverse"
"Tb927.7.1570","hypothetical protein, conserved",-1.198305,0.577117264446911,"Not Significant",1.198305,0.264778511,0.435786980351672,NA,"Signal peptide","391253:395452 Forward"
"Tb927.11.3980","mitochondrial processing peptidase alpha subunit, putative",-1.199185,0.306716804024491,"Not Significant",1.199185,0.493495499,0.435521244630511,NA,"curated by J. Mottram","1164678:1166234 Could not determine strand"
"Tb927.9.14420","cyclophilin-like protein, putative",-1.199562,0.641581123528878,"Not Significant",1.199562,0.228254252,0.435407450617593,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2253017:2254171 Reverse"
"Tb927.10.9870","hypothetical protein, conserved",-1.200379,0.584884495635989,"Not Significant",1.200379,0.260085119,0.435160948639342,NA,"iprscan;PANTHER:PTHR13238;;score=4.9E-32;query 154-265;description=null","2439063:2439860 Forward"
"Tb927.3.3570","hypothetical protein, conserved",-1.20063,0.579154066484012,"Not Significant",1.20063,0.263539631,0.435085245948163,NA,"tmhmm;;query 1-162;| 1005410:1005898 Forward",NA
"Tb927.8.7520","aminopeptidase, putative",-1.200818,0.579319350559018,"Not Significant",1.200818,0.263439352,0.435028552957154,NA,"Curated by J. Mottram.","2165847:2167802 Forward"
"Tb927.9.10830","hypothetical protein, conserved",-1.20201,0.682406759182768,"Not Significant",1.20201,0.207774976,0.434669267136799,NA,"InterPro:IPR006674 :Metal-dependent phosphohydrolase, HD region, subdomain;Pfam:PF01966;;query 32-136;description=Metal-dependent phosphohydrolase, HD region, subdomain","1708634:1709080 Reverse"
"Tb927.6.2740","pyridoxal kinase",-1.202261,0.308005257645689,"Not Significant",1.202261,0.492033579,0.434593649980899,NA,"Identical to GB:AAC61803.1: pyridoxine/pyridoxal/pyridoxamine kinase {Trypanosoma brucei;} (PMID:9274862)","823608:824510 Forward"
"Tb927.2.4210","glycosomal phosphoenolpyruvate carboxykinase",-1.202762,0.308215465331913,"Not Significant",1.202762,0.491795482,0.43444275626365,NA,"InterPro:IPR001272 :Phosphoenolpyruvate carboxykinase, ATP-utilising;TIGR_TIGRFAMS:TIGR00224;;query 1-519;description=Phosphoenolpyruvate carboxykinase, ATP-utilising","741129:742706 Reverse"
"Tb927.10.12620","hypothetical protein, conserved",-1.203389,0.644906110637574,"Not Significant",1.203389,0.226513395,0.434253987038679,NA,"iprscan;Superfamily:SSF81301;;score=2.2E-11;query 312-538;description=null","3057667:3061029 Reverse"
"Tb927.11.6210","sterol 14-alpha-demethylase",-1.205392,0.67659694219798,"Not Significant",1.205392,0.210573181,0.433651498515792,NA,"InterPro:IPR002403 :Cytochrome P450, E-class, group IV;PRINTS:PR00465;;query 406-422;description=Cytochrome P450, E-class, group IV","1746176:1747621 Reverse"
"Tb927.10.5830","hypothetical protein, conserved",-1.211386,0.554377359059944,"Not Significant",1.211386,0.279011845,0.431853533750615,NA,"contains Zn-finger in Ran binding domain","1446783:1448423 Reverse"
"Tb927.3.3890","hypothetical protein, conserved",-1.212196,0.652586131978085,"Not Significant",1.212196,0.222542964,0.431611137975381,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1081994:1082956 Forward"
"Tb927.11.740","eukaryotic translation initiation factor 5a, putative",-1.212445,0.312284037246574,"Not Significant",1.212445,0.487209741,0.431536651062746,NA,"InterPro:IPR001884 :Eukaryotic initiation factor 5A hypusine (eIF-5A);PANTHER:PTHR11673;;query 1-166;description=Eukaryotic initiation factor 5A hypusine (eIF-5A)","184546:185046 Could not determine strand"
"Tb927.11.4910","predicted ankyrin repeat family protein",-1.212818,0.683011710366877,"Not Significant",1.212818,0.207485757,0.43142509431648,NA,"InterPro:IPR013026 :Tetratricopeptide region;SMART:SM00028;;query 345-378;description=Tetratricopeptide region","1402909:1404087 Could not determine strand"
"Tb927.5.3850","hypothetical protein, conserved",-1.215679,0.62484890530641,"Not Significant",1.215679,0.237219887,0.430570385528509,NA,"PANTHER:PTHR12341;;query 48-267;description=null","1254808:1257483 Forward"
"Tb927.6.950","cysteinyl-tRNA synthetase, putative",-1.216113,0.313830115772907,"Not Significant",1.216113,0.485478369,0.430440878295486,NA,"InterPro:IPR009080 :Aminoacyl-tRNA synthetase, class 1a, anticodon-binding;Superfamily:SSF47323;;query 501-589;description=Aminoacyl-tRNA synthetase, class 1a, anticodon-binding","402054:404411 Reverse"
"Tb927.7.3830","kinesin K39, putative",-1.217913,0.598503077219874,"Not Significant",1.217913,0.252055932,0.429904167196777,NA,"Repetitive protein. Number of repetitive motif uncertain. This gene is within a region of repeats and might be misassembled.","998727:1004138 Reverse"
"Tb927.10.14350","hypothetical protein, conserved",-1.218409,0.65802797353784,"Not Significant",1.218409,0.219771831,0.429756391117759,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","3491937:3492230 Reverse"
"Tb927.10.14810","hypothetical protein, conserved",-1.219587,0.69852640588973,"Not Significant",1.219587,0.200204389,0.429405626482193,NA,"iprscan;InterPro:IPR001387 :Helix-turn-helix type 3;SMART:SM00530;;score=1.2E-10;query 90-145;description=Helix-turn-helix type 3","3611256:3611738 Reverse"
"Tb927.7.660","hypothetical protein, conserved",-1.220949,0.561577382691598,"Not Significant",1.220949,0.274424333,0.429000430328672,NA,"InterPro:IPR003347 :Transcription factor jumonji/aspartyl beta-hydroxylase;Prosite:PS51184;;query 235-462;description=Transcription factor jumonji/aspartyl beta-hydroxylase","137640:139040 Reverse"
"Tb927.8.1030","chaperone protein DNAj, putative",-1.222805,0.598734976791331,"Not Significant",1.222805,0.251921378,0.428448884207286,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","326869:327750 Reverse"
"Tb927.10.4830","hypothetical protein, conserved",-1.223546,0.631349226516563,"Not Significant",1.223546,0.233695728,0.428228879912801,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1209502:1210107 Reverse"
"Tb927.9.10080","phosphatidylserine decarboxylase, putative",-1.225337,0.632832461972181,"Not Significant",1.225337,0.232898954,0.427697595034047,NA,"Mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1591225:1592295 Reverse"
"Tb927.7.1440","non-canonical poly (A) polymerase",-1.227495,0.602910976816908,"Not Significant",1.227495,0.249510613,0.427058318241433,NA,"Curated by P. Englund, M. Klingbeil.","367712:369178 Forward"
"Tb927.10.4900","TPR-repeat-containing chaperone protein DNAJ, putative",-1.229834,0.523921809974467,"Not Significant",1.229834,0.299280341,0.426366501828288,NA,"iprscan;InterPro:IPR001623 :Heat shock protein DnaJ, N-terminal;Superfamily:SSF46565;;score=6.9E-24;query 361-486;description=Heat shock protein DnaJ, N-terminal","1221145:1222644 Reverse"
"Tb927.7.4880","hypothetical protein, conserved",-1.232477,0.60991349780927,"Not Significant",1.232477,0.245519789,0.425586118558747,NA,"tmhmm;;query 1-215;| 1280834:1281481 Reverse",NA
"Tb927.8.3500","hypothetical protein, conserved",-1.234501,0.609172417040917,"Not Significant",1.234501,0.245939102,0.424989469696905,NA,"InterPro:IPR000357 :HEAT;Pfam:PF02985;;query 237-273;description=HEAT","1040450:1043293 Forward;>Tb927.8.3920 | hypothetical protein, conserved | InterPro:IPR000357 :HEAT;Pfam:PF02985;;query 237-273;description=HEAT | 1165683:1168526 Reverse"
"Tb927.9.2390","hypothetical protein, conserved",-1.234563,0.701945908815736,"Not Significant",1.234563,0.19863423,0.424971206113681,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","520657:521253 Reverse"
